city,date,temperature,humidity,conditions,wind_speed,pressure,feels_like,temp_min,temp_max,wind_direction,wind_gust,visibility,cloud_cover,rain,snow,rain_1h,rain_3h,snow_1h,snow_3h,weather_main,weather_id,weather_icon,uv_index,air_quality_index,air_quality_description,latitude,longitude,heat_index,wind_chill,dew_point,precipitation_probability,weather_comfort_score
Seattle,2019-01-22,6.0,59,Rainy,2.3,1023.6,3.0,4.0,9.0,254,6.3,6317,56,5.64,0.0,5.64,16.92,0.0,,Rainy,500,10d,2,2,Moderate,47.60335225275288,-122.33034409336221,,,-7.9,11.2,84.2
Los Angeles,2019-01-23,35,83,Rainy,2.8,1030.4,35,32,41,289,6.8,12160,1,1.59,0.0,1.59,4.77,0.0,,Rainy,500,10d,2,4,Good,34.042818917696586,-118.23835302979202,36.9,,21.9,40.0,43.4
Miami,2019-01-23,37.1,71,Rainy,1.5,1013.9,37.1,35.1,39.1,53,5.5,14749,65,4.31,0.0,4.31,12.94,0.0,,Rainy,500,10d,11,1,Good,25.765660291146446,-80.1952691499314,38.5,,25.1,69.0,72.6
New York,2019-01-23,10.3,50,Sunny,4.9,1006.5,12.3,8.3,12.3,11,7.9,12217,22,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,3,Moderate,40.71114394608255,-73.9992850581448,,,-2.3,41.4,40.6
Phoenix,2019-01-23,34.8,46,Sunny,5.0,1012.9,34.8,28.8,38.8,60,8.0,18265,17,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,5,Moderate,33.44559190103923,-112.0821934501417,36.4,,27.6,56.4,70.7
Seattle,2019-01-23,10.0,62,Rainy,4.4,1015.4,11.0,7.0,15.0,70,9.4,11363,98,6.51,0.0,6.51,19.54,0.0,,Rainy,500,10d,11,5,Moderate,47.6017708427249,-122.32892799911433,,7.1,-0.6,53.4,83.6
Los Angeles,2019-01-24,33.1,70,Stormy,4.2,1014.4,31.1,31.1,39.1,15,7.2,19219,16,0.5,0.0,0.5,1.51,0.0,,Stormy,200,11d,8,5,Poor,34.05993277777215,-118.24072072673366,35.7,,21.0,76.0,84.3
Miami,2019-01-24,37.1,86,Sunny,1.1,1015.3,38.1,32.1,40.1,62,6.1,15046,0,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,2,Moderate,25.765162242244426,-80.18324959913464,40.5,,28.1,60.2,65.3
New York,2019-01-24,5.3,56,Cloudy,5.5,1005.9,7.3,3.3,7.3,273,6.5,10008,98,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,7,5,Fair,40.70483618223075,-73.99869698440966,,-1.3,-0.3,69.0,53.7
Phoenix,2019-01-24,42.8,37,Sunny,3.4,1002.6,45.8,38.8,47.8,1,3.4,10605,99,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,2,Moderate,33.446720269628,-112.06786797009634,44.8,,33.4,59.7,65.8
Seattle,2019-01-24,16.0,69,Rainy,4.6,1008.4,18.0,11.0,21.0,107,7.6,12284,19,5.23,0.0,5.23,15.68,0.0,,Rainy,500,10d,1,4,Moderate,47.60226846701251,-122.32976863915775,,,6.2,15.5,62.6
Los Angeles,2019-01-25,30.1,79,Stormy,3.0,1021.1,27.1,27.1,32.1,263,4.0,19364,64,6.56,0.0,6.56,19.67,0.0,,Stormy,200,11d,8,3,Fair,34.052821769612436,-118.23744183065136,32.5,,21.4,21.3,54.3
Miami,2019-01-25,35.1,75,Snowy,4.8,1017.7,33.1,33.1,38.1,165,4.8,18570,35,0.0,3.07,0.0,,3.07,9.21,Snowy,600,13d,8,1,Poor,25.77034105472776,-80.20168962402926,36.7,,27.3,21.4,78.4
New York,2019-01-25,21.4,59,Sunny,4.0,1010.0,18.4,19.4,27.4,347,4.0,16049,67,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,2,Moderate,40.703140414895266,-74.01558974718303,21.8,,8.6,70.8,59.5
Phoenix,2019-01-25,37.8,44,Sunny,4.6,1012.1,35.8,34.8,43.8,169,8.6,15421,23,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,3,Moderate,33.44573639441641,-112.08198420280924,39.4,,29.7,33.5,38.9
Seattle,2019-01-25,8.0,68,Snowy,2.8,1017.9,7.0,2.0,14.0,262,5.8,13337,17,0.0,3.35,0.0,,3.35,10.06,Snowy,600,13d,8,5,Good,47.614744256072285,-122.33996620398803,,,2.0,17.1,85.1
Los Angeles,2019-01-26,31.1,74,Rainy,1.8,1027.8,29.1,29.1,33.1,196,4.8,8791,19,5.28,0.0,5.28,15.84,0.0,,Rainy,500,10d,10,3,Poor,34.04329809107224,-118.2500894813885,33.6,,16.6,70.1,84.2
Miami,2019-01-26,35.1,84,Stormy,2.0,1022.8,38.1,29.1,40.1,180,4.0,13175,76,7.01,0.0,7.01,21.04,0.0,,Stormy,200,11d,1,4,Moderate,25.7558553784875,-80.18721547358898,39.3,,27.1,33.8,56.5
New York,2019-01-26,13.4,68,Rainy,4.2,1007.9,10.4,10.4,18.4,201,8.2,5899,96,5.56,0.0,5.56,16.69,0.0,,Rainy,500,10d,10,5,Moderate,40.71818760363721,-74.00747779248789,,,5.1,32.7,31.4
Phoenix,2019-01-26,45,43,Sunny,3.3,1004.2,48,39,48,293,7.3,5904,68,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,5,Good,33.453748826696504,-112.07372858661239,45.5,,32.9,21.9,49.3
Seattle,2019-01-26,11.0,59,Rainy,4.0,1017.5,13.0,8.0,15.0,284,6.0,13090,92,5.19,0.0,5.19,15.57,0.0,,Rainy,500,10d,5,5,Moderate,47.60946057569977,-122.32831198564342,,,3.3,62.7,66.7
Los Angeles,2019-01-27,29.1,61,Sunny,4.0,1018.8,27.1,27.1,32.1,52,7.0,13300,1,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,2,Fair,34.045274150279496,-118.24602462234662,30.2,,22.9,32.4,66.7
Miami,2019-01-27,33.1,71,Snowy,1.7,1020.4,31.1,28.1,36.1,258,1.7,15362,41,0.0,1.43,0.0,,1.43,4.29,Snowy,600,13d,7,4,Moderate,25.752483097152087,-80.18352883262665,34.8,,28.1,25.5,93.5
New York,2019-01-27,15.4,59,Cloudy,4.8,1010.3,13.4,12.4,17.4,331,7.8,12783,28,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,3,Fair,40.71866876017837,-74.00771405037247,,,9.6,13.1,80.5
Phoenix,2019-01-27,45,44,Rainy,4.8,1005.9,45,41,48,141,5.8,5832,82,6.23,0.0,6.23,18.7,0.0,,Rainy,500,10d,10,1,Fair,33.446146086895496,-112.06521061056422,45.5,,35.0,57.4,41.0
Seattle,2019-01-27,14.1,63,Rainy,4.5,1023.4,11.1,12.1,18.1,196,5.5,8359,23,3.43,0.0,3.43,10.3,0.0,,Rainy,500,10d,8,2,Poor,47.598329575688425,-122.32443048839163,,,0.6,79.6,36.3
Los Angeles,2019-01-28,21.2,65,Cloudy,2.3,1016.7,18.2,16.2,26.2,323,6.3,16643,87,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,3,Poor,34.04909582950812,-118.2396581336197,25.4,,12.3,68.2,38.9
Miami,2019-01-28,40,88,Cloudy,1.4,1024.2,42,37,45,209,4.4,10947,62,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,4,Fair,25.757963894914162,-80.20057368615636,44.6,,27.1,10.0,83.2
New York,2019-01-28,6.5,59,Rainy,2.5,1010.5,3.5,0.5,11.5,164,2.5,7727,76,3.28,0.0,3.28,9.83,0.0,,Rainy,500,10d,1,5,Good,40.72269661558095,-73.99720639200378,,,-6.5,32.9,56.9
Phoenix,2019-01-28,41.8,36,Cloudy,5.9,1013.6,41.8,38.8,45.8,174,7.9,14813,14,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,3,Poor,33.453322097783904,-112.07052898943368,42.7,,35.7,36.6,41.7
Seattle,2019-01-28,14.1,55,Sunny,2.6,1012.2,14.1,10.1,20.1,286,5.6,14245,78,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,2,Moderate,47.61080648990065,-122.3275792885151,,,-0.3,61.7,45.5
Los Angeles,2019-01-29,26.2,70,Rainy,2.2,1016.5,27.2,22.2,31.2,100,6.2,6507,68,1.52,0.0,1.52,4.55,0.0,,Rainy,500,10d,7,4,Moderate,34.05398602224017,-118.23744683455817,28.7,,15.9,18.4,91.6
Miami,2019-01-29,28.2,64,Rainy,3.5,1033.0,28.2,26.2,34.2,336,8.5,14766,74,6.8,0.0,6.8,20.41,0.0,,Rainy,500,10d,7,2,Poor,25.753499989617666,-80.1936239280347,28.8,,16.2,35.1,64.6
New York,2019-01-29,19.5,67,Cloudy,3.5,1022.9,18.5,16.5,22.5,286,5.5,16314,73,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,3,Fair,40.712567004471346,-73.99610997641206,,,9.9,26.4,67.9
Phoenix,2019-01-29,45,33,Snowy,6.9,1001.0,47,39,47,325,6.9,9979,27,0.0,0.3,0.0,,0.3,0.91,Snowy,600,13d,3,5,Good,33.43971761530696,-112.08353770479796,49.1,,36.4,53.1,92.2
Seattle,2019-01-29,20,60,Cloudy,3.0,1013.8,18,16,24,185,7.0,8887,57,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,3,Moderate,47.61006911582612,-122.33721756862879,,,10.1,29.7,66.4
Los Angeles,2019-01-30,21.2,67,Snowy,2.6,1026.2,19.2,16.2,27.2,33,3.6,19717,72,0.0,0.2,0.0,,0.2,0.61,Snowy,600,13d,1,5,Poor,34.04941740803387,-118.23503859272448,23.4,,10.6,27.8,55.6
Miami,2019-01-30,40,90,Rainy,2.3,1014.6,39,36,43,243,3.3,7038,27,3.48,0.0,3.48,10.43,0.0,,Rainy,500,10d,10,1,Moderate,25.761040586353364,-80.1827207662716,43.0,,25.4,13.2,87.4
New York,2019-01-30,16.5,52,Rainy,5.3,1008.8,15.5,10.5,21.5,290,9.3,6836,58,0.74,0.0,0.74,2.21,0.0,,Rainy,500,10d,1,3,Poor,40.71067539433862,-74.01428485937815,,,11.4,65.9,73.6
Phoenix,2019-01-30,44.9,44,Rainy,4.7,1014.5,42.9,38.9,47.9,10,6.7,14167,29,7.94,0.0,7.94,23.81,0.0,,Rainy,500,10d,4,5,Fair,33.45046430495417,-112.06434215420504,45.1,,30.2,68.1,30.7
Seattle,2019-01-30,14.1,62,Cloudy,4.0,1016.8,11.1,9.1,19.1,262,6.0,18893,76,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,4,Fair,47.610243574826654,-122.33264655944328,,,-0.1,52.6,56.2
Los Angeles,2019-01-31,30.2,80,Sunny,1.1,1018.8,32.2,24.2,33.2,189,1.1,9700,35,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,1,Good,34.054361180864696,-118.23422617804347,32.8,,18.3,15.6,77.7
Miami,2019-01-31,26.2,68,Rainy,3.2,1018.6,23.2,22.2,29.2,308,6.2,9391,41,7.88,0.0,7.88,23.64,0.0,,Rainy,500,10d,3,2,Poor,25.765290473977988,-80.19910738763974,29.6,,17.1,50.3,76.2
New York,2019-01-31,6.6,61,Cloudy,3.0,1020.3,8.6,4.6,12.6,63,7.0,8517,19,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,1,Fair,40.70377454293328,-73.99632618133808,,,-7.5,40.3,54.5
Phoenix,2019-01-31,44.9,43,Cloudy,4.7,1011.6,44.9,42.9,49.9,150,6.7,5516,71,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,1,Poor,33.43895287922687,-112.06643843277345,46.9,,30.2,16.7,38.2
Seattle,2019-01-31,9.1,64,Snowy,3.1,1016.3,9.1,5.1,14.1,16,4.1,7154,40,0.0,3.81,0.0,,3.81,11.43,Snowy,600,13d,2,2,Fair,47.603203505643215,-122.32985051425294,,4.1,-1.4,46.3,39.7
Los Angeles,2019-02-01,29.2,80,Rainy,3.2,1026.6,28.2,26.2,34.2,320,6.2,11857,100,7.16,0.0,7.16,21.48,0.0,,Rainy,500,10d,8,2,Moderate,34.0474991273266,-118.23468970353656,32.8,,22.6,74.8,31.1
Miami,2019-02-01,36.2,77,Cloudy,1.5,1018.6,35.2,33.2,42.2,103,2.5,8339,62,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,2,Good,25.76394201181547,-80.18541481878613,37.5,,29.6,17.2,75.3
New York,2019-02-01,9.6,53,Rainy,4.8,1013.5,8.6,7.6,11.6,33,7.8,7584,59,4.58,0.0,4.58,13.74,0.0,,Rainy,500,10d,2,2,Fair,40.70519671365284,-74.00291012831782,,2.4,0.9,36.7,82.6
Phoenix,2019-02-01,42.9,45,Sunny,5.0,1009.8,42.9,39.9,46.9,264,8.0,19689,23,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,2,Poor,33.44946526640147,-112.06479369401828,45.0,,32.1,56.1,30.2
Seattle,2019-02-01,5.2,54,Rainy,4.4,1017.2,5.2,-0.8,11.2,202,5.4,8517,20,3.51,0.0,3.51,10.54,0.0,,Rainy,500,10d,6,5,Fair,47.60142940643399,-122.33597570161437,,0.6,-4.2,48.5,36.4
Los Angeles,2019-02-02,33.2,76,Snowy,2.8,1019.7,34.2,27.2,39.2,8,7.8,17646,32,0.0,1.22,0.0,,1.22,3.67,Snowy,600,13d,5,2,Poor,34.0471533574083,-118.23444325085651,37.5,,27.8,61.5,94.8
Miami,2019-02-02,38.2,73,Sunny,2.0,1015.1,39.2,36.2,42.2,97,4.0,14318,52,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,3,Fair,25.763625123524523,-80.18532803499552,42.8,,27.6,66.6,42.0
New York,2019-02-02,12.6,60,Rainy,5.3,1017.9,13.6,10.6,17.6,255,5.3,9380,19,2.29,0.0,2.29,6.86,0.0,,Rainy,500,10d,2,4,Fair,40.705315183897504,-74.00365878865043,,,5.7,45.4,58.5
Phoenix,2019-02-02,40.9,40,Snowy,5.3,1016.9,40.9,37.9,45.9,245,8.3,6514,2,0.0,0.51,0.0,,0.51,1.52,Snowy,600,13d,10,5,Moderate,33.44289516386428,-112.0665409829498,42.3,,26.0,36.6,80.3
Seattle,2019-02-02,17.2,56,Rainy,5.4,1019.3,19.2,12.2,23.2,313,8.4,13840,70,0.17,0.0,0.17,0.5,0.0,,Rainy,500,10d,2,1,Poor,47.599632768153334,-122.33255333982076,,,4.6,27.2,77.0
Los Angeles,2019-02-03,26.2,65,Stormy,1.9,1014.3,23.2,24.2,31.2,240,4.9,15530,1,3.81,0.0,3.81,11.43,0.0,,Stormy,200,11d,2,1,Fair,34.05526603526771,-118.25287170301273,30.3,,17.8,79.3,63.4
Miami,2019-02-03,32.2,88,Cloudy,4.1,1027.2,31.2,27.2,34.2,24,7.1,13663,38,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,4,5,Moderate,25.753340500315204,-80.1992671178249,32.8,,26.9,73.7,76.9
New York,2019-02-03,8.7,53,Cloudy,5.7,1008.5,5.7,4.7,13.7,335,8.7,12376,57,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,3,Moderate,40.71652006925899,-74.01506356803183,,5.6,0.6,22.5,35.0
Phoenix,2019-02-03,40.9,36,Rainy,5.2,1002.6,39.9,37.9,42.9,301,10.2,18327,13,7.17,0.0,7.17,21.52,0.0,,Rainy,500,10d,5,2,Fair,33.44868227873837,-112.07308903529831,42.0,,27.8,28.8,46.7
Seattle,2019-02-03,14.2,60,Rainy,3.7,1017.2,14.2,10.2,17.2,2,6.7,6386,4,1.13,0.0,1.13,3.39,0.0,,Rainy,500,10d,9,2,Fair,47.602735560118646,-122.33565130303805,,,2.1,71.4,84.5
Los Angeles,2019-02-04,24.2,71,Snowy,5.0,1029.1,25.2,19.2,29.2,59,10.0,13337,42,0.0,2.0,0.0,,2.0,6.01,Snowy,600,13d,10,1,Moderate,34.055576537799176,-118.23545790380743,25.2,,12.7,51.0,92.9
Miami,2019-02-04,38.2,70,Rainy,4.4,1015.1,35.2,32.2,44.2,122,4.4,14444,62,6.7,0.0,6.7,20.1,0.0,,Rainy,500,10d,9,2,Fair,25.757709920135774,-80.20165708276711,38.7,,33.2,55.6,36.1
New York,2019-02-04,16.7,50,Sunny,2.8,1015.6,18.7,10.7,20.7,124,5.8,16475,97,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,2,Fair,40.71341900872874,-74.0119286602989,,,9.8,68.1,33.4
Phoenix,2019-02-04,45,44,Cloudy,6.4,1010.6,45,39,51,288,9.4,16615,83,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,5,Fair,33.45406745172186,-112.07461983356751,47.0,,35.0,67.0,30.1
Seattle,2019-02-04,11.2,56,Rainy,4.5,1010.2,9.2,7.2,17.2,255,6.5,7407,92,6.59,0.0,6.59,19.78,0.0,,Rainy,500,10d,1,5,Moderate,47.607513522208855,-122.33124746502872,,,-2.0,34.1,68.3
Los Angeles,2019-02-05,30.2,77,Stormy,2.8,1016.8,31.2,24.2,33.2,247,7.8,8139,95,6.53,0.0,6.53,19.59,0.0,,Stormy,200,11d,6,2,Poor,34.05049336793189,-118.24543361731828,32.9,,24.5,47.3,84.6
Miami,2019-02-05,40,78,Snowy,3.9,1015.1,41,37,45,47,6.9,19200,45,0.0,3.09,0.0,,3.09,9.27,Snowy,600,13d,9,4,Good,25.75324158457642,-80.19033051193756,41.7,,26.0,11.1,35.4
New York,2019-02-05,15.7,51,Rainy,2.1,1009.6,16.7,11.7,17.7,228,5.1,15592,80,3.72,0.0,3.72,11.16,0.0,,Rainy,500,10d,11,2,Fair,40.72156352872427,-74.00843943760559,,,8.2,48.1,72.2
Phoenix,2019-02-05,45,46,Snowy,5.5,1009.6,42,43,50,339,8.5,7950,97,0.0,3.3,0.0,,3.3,9.91,Snowy,600,13d,11,2,Poor,33.445274788767655,-112.06856180257107,48.7,,35.6,69.4,84.1
Seattle,2019-02-05,12.2,55,Cloudy,3.7,1017.9,9.2,8.2,14.2,101,5.7,9135,55,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,2,Poor,47.603189904435844,-122.3385548972471,,,0.1,40.2,54.1
Los Angeles,2019-02-06,34.2,90,Cloudy,4.5,1017.9,37.2,30.2,37.2,21,4.5,11761,53,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,4,1,Fair,34.058991455579545,-118.2390173213879,35.1,,28.4,67.3,91.4
Miami,2019-02-06,37.2,88,Rainy,2.8,1032.4,36.2,34.2,42.2,112,7.8,6978,69,4.63,0.0,4.63,13.88,0.0,,Rainy,500,10d,3,1,Moderate,25.766599471712677,-80.18785185639508,41.7,,24.9,31.7,78.1
New York,2019-02-06,15.8,56,Rainy,6.0,1014.3,12.8,12.8,18.8,84,6.0,12114,78,1.66,0.0,1.66,4.97,0.0,,Rainy,500,10d,1,2,Good,40.72273462715234,-74.00800785866582,,,1.2,71.5,55.9
Phoenix,2019-02-06,35.0,31,Sunny,4.2,1012.2,37.0,29.0,38.0,94,8.2,15971,84,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,5,Poor,33.4392497366625,-112.07526034241934,35.4,,24.3,78.5,33.0
Seattle,2019-02-06,17.3,59,Rainy,3.3,1011.3,16.3,15.3,19.3,269,4.3,10845,9,1.73,0.0,1.73,5.19,0.0,,Rainy,500,10d,9,3,Poor,47.60424821581066,-122.33717270242107,,,9.5,19.1,69.3
Los Angeles,2019-02-07,22.2,66,Rainy,4.0,1019.8,21.2,19.2,26.2,137,4.0,11667,4,0.6,0.0,0.6,1.81,0.0,,Rainy,500,10d,4,2,Fair,34.05458546067143,-118.23615368970744,25.1,,15.3,54.1,86.7
Miami,2019-02-07,40,84,Sunny,1.3,1027.2,38,35,44,331,6.3,9102,39,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,3,Fair,25.764351951014365,-80.19313920195472,40.5,,32.1,77.1,48.0
New York,2019-02-07,6.8,56,Snowy,2.6,1010.3,6.8,1.8,10.8,300,4.6,12009,68,0.0,3.06,0.0,,3.06,9.18,Snowy,600,13d,7,1,Fair,40.70716896513669,-73.99654721887798,,,-2.4,58.0,54.1
Phoenix,2019-02-07,45,40,Cloudy,6.1,1015.6,45,42,48,64,10.1,19677,98,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,11,2,Poor,33.44914056166479,-112.07394020867316,47.5,,33.4,49.4,49.9
Seattle,2019-02-07,5.3,54,Cloudy,5.0,1017.8,2.3,-0.7,9.3,218,5.0,15159,4,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,2,Good,47.6010042410516,-122.33457759478722,,-1.1,-5.5,79.4,72.5
Los Angeles,2019-02-08,28.2,80,Sunny,2.5,1020.6,29.2,23.2,32.2,247,4.5,18448,97,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,2,Fair,34.05866860502153,-118.24277375723243,28.5,,22.9,52.4,89.8
Miami,2019-02-08,35.2,74,Cloudy,4.4,1029.8,36.2,33.2,39.2,336,8.4,9255,72,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,5,Poor,25.754748058193968,-80.18947628529851,36.9,,25.8,70.8,68.1
New York,2019-02-08,7.8,53,Snowy,3.1,1020.8,6.8,3.8,13.8,107,8.1,18311,100,0.0,4.76,0.0,,4.76,14.28,Snowy,600,13d,11,4,Fair,40.71955675385225,-74.00181713257822,,5.2,-2.2,23.9,85.9
Phoenix,2019-02-08,44.0,36,Sunny,6.9,1011.2,42.0,39.0,48.0,109,9.9,16753,72,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,1,Poor,33.447311709534304,-112.08320355743867,47.0,,30.4,45.7,47.6
Seattle,2019-02-08,5.3,58,Rainy,3.5,1018.2,5.3,-0.7,10.3,287,5.5,17058,88,5.66,0.0,5.66,16.97,0.0,,Rainy,500,10d,1,2,Good,47.59977843264406,-122.3250907387243,,2.3,-3.1,24.7,49.5
Los Angeles,2019-02-09,26.2,76,Cloudy,2.4,1021.5,29.2,20.2,28.2,136,7.4,19701,10,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,11,5,Good,34.050821146734975,-118.2487200632245,26.9,,18.8,16.2,39.1
Miami,2019-02-09,31.2,76,Sunny,3.0,1031.1,33.2,26.2,34.2,209,8.0,13650,46,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,4,Good,25.76626593993181,-80.18349330975626,35.8,,17.5,29.3,34.6
New York,2019-02-09,16.9,57,Cloudy,5.8,1011.7,13.9,10.9,18.9,301,5.8,16408,27,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,7,4,Moderate,40.71185602605639,-74.00874340519276,,,7.6,74.5,43.7
Phoenix,2019-02-09,45,48,Cloudy,4.2,1016.8,47,41,51,33,5.2,6463,3,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,5,Fair,33.44233761844222,-112.07951222075658,47.0,,36.4,46.9,47.7
Seattle,2019-02-09,12.3,60,Rainy,2.9,1018.5,13.3,10.3,18.3,268,6.9,10499,96,7.84,0.0,7.84,23.51,0.0,,Rainy,500,10d,6,3,Moderate,47.60722617103096,-122.34020393278216,,,0.1,45.7,52.4
Los Angeles,2019-02-10,35,75,Cloudy,2.0,1017.0,38,32,37,141,3.0,18646,71,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,3,Moderate,34.048578588550065,-118.24045189782602,37.5,,21.4,51.4,73.4
Miami,2019-02-10,40,80,Stormy,1.8,1033.4,40,38,45,223,5.8,6551,4,4.96,0.0,4.96,14.87,0.0,,Stormy,200,11d,10,2,Good,25.76459323711912,-80.19912382721061,41.7,,26.3,31.4,36.2
New York,2019-02-10,11.9,63,Cloudy,3.8,1016.9,8.9,7.9,16.9,74,7.8,6641,73,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,7,3,Moderate,40.719905483392516,-74.01297897158862,,,5.3,72.7,48.6
Phoenix,2019-02-10,45,37,Sunny,4.5,1007.2,45,39,51,33,4.5,13594,39,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,1,Moderate,33.44735805507965,-112.06529183373144,49.4,,30.0,63.3,85.3
Seattle,2019-02-10,7.3,69,Rainy,4.9,1008.2,8.3,2.3,13.3,222,8.9,19905,75,2.3,0.0,2.3,6.91,0.0,,Rainy,500,10d,11,1,Poor,47.61251152074348,-122.33310305015782,,4.2,0.6,57.8,30.5
Los Angeles,2019-02-11,33.2,77,Stormy,4.1,1027.0,33.2,30.2,38.2,254,6.1,9890,52,2.37,0.0,2.37,7.12,0.0,,Stormy,200,11d,6,3,Good,34.04567920633283,-118.23808118415218,36.3,,25.9,40.2,44.1
Miami,2019-02-11,39.2,76,Cloudy,3.1,1016.1,41.2,37.2,43.2,117,7.1,14030,70,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,1,Poor,25.75665727098604,-80.19681309838766,42.7,,27.3,12.3,83.6
New York,2019-02-11,7.9,67,Sunny,6.0,1013.7,8.9,4.9,11.9,57,6.0,18757,42,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,5,Moderate,40.70300075596519,-74.00788678650295,,1.6,-4.6,40.9,38.8
Phoenix,2019-02-11,42.0,38,Sunny,5.0,1012.9,42.0,38.0,45.0,296,7.0,15577,2,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,2,Fair,33.45726845389872,-112.08049509544058,46.7,,35.3,48.5,42.0
Seattle,2019-02-11,15.4,56,Rainy,5.3,1020.3,14.4,10.4,20.4,25,6.3,7421,7,3.09,0.0,3.09,9.26,0.0,,Rainy,500,10d,8,1,Poor,47.60261478070707,-122.32316477009607,,,6.1,63.2,73.1
Los Angeles,2019-02-12,35,71,Rainy,3.5,1027.2,38,33,39,318,4.5,15916,94,4.59,0.0,4.59,13.78,0.0,,Rainy,500,10d,7,4,Poor,34.05863438812927,-118.25171171357415,37.1,,20.5,73.2,44.6
Miami,2019-02-12,40,89,Snowy,3.9,1021.3,40,37,46,186,5.9,5567,44,0.0,1.07,0.0,,1.07,3.21,Snowy,600,13d,9,1,Fair,25.764445014306315,-80.1840020573083,44.1,,34.5,55.4,54.2
New York,2019-02-12,19.0,68,Rainy,4.0,1009.7,21.0,16.0,21.0,235,5.0,8920,31,4.38,0.0,4.38,13.13,0.0,,Rainy,500,10d,9,2,Poor,40.71460899203163,-74.00115128149734,,,5.3,75.5,31.2
Phoenix,2019-02-12,45,46,Cloudy,4.3,1010.1,46,41,48,292,5.3,13512,1,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,4,2,Good,33.454162076170405,-112.0801308412319,48.9,,39.6,53.1,51.5
Seattle,2019-02-12,5.4,65,Rainy,2.9,1022.0,7.4,1.4,8.4,247,2.9,13966,64,6.16,0.0,6.16,18.49,0.0,,Rainy,500,10d,10,3,Moderate,47.6155450668026,-122.33712310628168,,,0.1,52.5,63.9
Los Angeles,2019-02-13,32.2,74,Rainy,4.3,1025.9,35.2,30.2,34.2,139,9.3,14574,95,3.69,0.0,3.69,11.06,0.0,,Rainy,500,10d,5,4,Poor,34.0552179197552,-118.24687333487651,32.3,,22.4,52.8,48.6
Miami,2019-02-13,40,70,Stormy,3.2,1026.8,40,35,46,106,8.2,13622,35,1.19,0.0,1.19,3.57,0.0,,Stormy,200,11d,9,5,Fair,25.770996422531557,-80.18918323760174,44.8,,26.6,22.1,73.7
New York,2019-02-13,7.0,70,Snowy,5.8,1004.6,4.0,2.0,12.0,343,9.8,18071,65,0.0,4.15,0.0,,4.15,12.44,Snowy,600,13d,3,2,Poor,40.716544951330114,-74.00505623889866,,1.2,1.0,79.0,48.8
Phoenix,2019-02-13,45,34,Snowy,3.9,1001.0,44,40,51,41,8.9,5283,90,0.0,2.81,0.0,,2.81,8.43,Snowy,600,13d,7,5,Poor,33.4579645184821,-112.08066506849173,45.0,,30.8,13.1,62.9
